
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2018-07-27


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 139,143,286,1165,1511,1521,1541,3750,4848,4882,8166
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, RotD100
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, RotD100, 139, -, 1.0, -, 6.7, 11.3, 1.4, "Tabas_ Iran", 1978, "Dayhook", 7.35, Reverse, 0.0, 13.94, 471.53, 0.25, 1.0, RSN139_TABAS_DAY-L1.AT2, RSN139_TABAS_DAY-T1.AT2 , RSN139_TABAS_DAY-V1.AT2  
2, RotD100, 143, -, 1.0, 6.188, 8.3, 16.5, 11.8, "Tabas_ Iran", 1978, "Tabas", 7.35, Reverse, 1.79, 2.05, 766.77, 0.125, 1.0, RSN143_TABAS_TAB-L1.AT2, RSN143_TABAS_TAB-T1.AT2 , RSN143_TABAS_TAB-V1.AT2  
3, RotD100, 286, -, 1.0, -, 16.8, 27.0, 0.2, "Irpinia_ Italy-01", 1980, "Bisaccia", 6.9, Normal, 17.51, 21.26, 496.46, 0.15, 1.0, RSN286_ITALY_A-BIS000.AT2, RSN286_ITALY_A-BIS270.AT2 , RSN286_ITALY_A-BIS-UP.AT2  
4, RotD100, 1165, -, 1.0, 5.369, 8.2, 15.1, 0.8, "Kocaeli_ Turkey", 1999, "Izmit", 7.51, strike slip, 3.62, 7.21, 811.0, 0.125, 1.0, RSN1165_KOCAELI_IZT180.AT2, RSN1165_KOCAELI_IZT090.AT2 , RSN1165_KOCAELI_IZT-UP.AT2  
5, RotD100, 1511, -, 1.0, 4.732, 17.5, 29.5, 3.7, "Chi-Chi_ Taiwan", 1999, "TCU076", 7.62, Reverse Oblique, 2.74, 2.74, 614.98, 0.125, 1.0, RSN1511_CHICHI_TCU076-E.AT2, RSN1511_CHICHI_TCU076-N.AT2 , RSN1511_CHICHI_TCU076-V.AT2  
6, RotD100, 1521, -, 1.0, -, 21.8, 24.9, 3.0, "Chi-Chi_ Taiwan", 1999, "TCU089", 7.62, Reverse Oblique, 0.0, 9.0, 671.52, 0.0875, 1.0, RSN1521_CHICHI_TCU089-E.AT2, RSN1521_CHICHI_TCU089-N.AT2 , RSN1521_CHICHI_TCU089-V.AT2  
7, RotD100, 1541, -, 1.0, -, 17.8, 33.3, 1.6, "Chi-Chi_ Taiwan", 1999, "TCU116", 7.62, Reverse Oblique, 12.38, 12.38, 493.09, 0.0375, 1.0, RSN1541_CHICHI_TCU116-E.AT2, RSN1541_CHICHI_TCU116-N.AT2 , RSN1541_CHICHI_TCU116-V.AT2  
8, RotD100, 3750, -, 1.0, -, 8.0, 15.3, 0.9, "Cape Mendocino", 1992, "Loleta Fire Station", 7.01, Reverse, 23.46, 25.91, 515.65, 0.0625, 1.0, RSN3750_CAPEMEND_LFS270.AT2, RSN3750_CAPEMEND_LFS360.AT2 , RSN3750_CAPEMEND_LFS-UP.AT2  
9, RotD100, 4848, -, 1.0, -, 6.1, 16.6, 0.7, "Chuetsu-oki_ Japan", 2007, "Joetsu Ogataku", 6.8, Reverse, 16.77, 17.93, 414.23, 0.0875, 1.0, RSN4848_CHUETSU_65011NS.AT2, RSN4848_CHUETSU_65011EW.AT2 , RSN4848_CHUETSU_65011UD.AT2  
10, RotD100, 4882, -, 1.0, -, 7.4, 22.7, 1.8, "Chuetsu-oki_ Japan", 2007, "Ojiya City", 6.8, Reverse, 15.89, 23.44, 430.16, 0.1, 1.0, RSN4882_CHUETSU_65321NS.AT2, RSN4882_CHUETSU_65321EW.AT2 , RSN4882_CHUETSU_65321UD.AT2  
11, RotD100, 8166, -, 1.0, -, -, -, -, "Duzce_ Turkey", 1999, "IRIGM 498", 7.14, strike slip, 3.58, 3.58, 425.0, 0.1, 1.0, RSN8166_DUZCE_498-NS.AT2, RSN8166_DUZCE_498-EW.AT2 , RSN8166_DUZCE_498-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-139 RotD100 pSa (g),RSN-143 RotD100 pSa (g),RSN-286 RotD100 pSa (g),RSN-1165 RotD100 pSa (g),RSN-1511 RotD100 pSa (g),RSN-1521 RotD100 pSa (g),RSN-1541 RotD100 pSa (g),RSN-3750 RotD100 pSa (g),RSN-4848 RotD100 pSa (g),RSN-4882 RotD100 pSa (g),RSN-8166 RotD100 pSa (g)
0.2,1.404782,0.6132076,0.363,2.421777,3.659827,1.69,0.1602657,0.1738918,0.109,0.3973329,0.6798563,0.283,1.07911,0.8141205,0.32,0.9696025,0.5903,0.363,0.4309515,0.4328097,0.199,0.8292044,0.7632735,0.422,1.246011,0.5644352,0.209,0.8053544,1.462715,0.411,1.020709,1.19735,0.404
0.22,0.8543127,0.5773597,0.269,2.558737,3.402529,1.34,0.2014614,0.1666803,0.114,0.5031174,0.5410101,0.221,0.958154,0.7132108,0.361,0.9714431,0.8069821,0.458,0.4241787,0.4330565,0.2,0.7210735,0.8485545,0.219,1.059866,0.4652147,0.158,0.9694856,0.9554612,0.29,0.6907395,1.178178,0.299
0.24,0.7235673,0.6970525,0.211,3.348573,3.508861,0.996,0.1856483,0.1480319,0.131,0.4696492,0.5909151,0.183,0.8115216,0.7783117,0.351,0.9121093,1.071697,0.407,0.3348493,0.4266484,0.161,0.5989362,0.7111246,0.196,0.7587876,0.4329002,0.12,0.8574669,1.168625,0.252,0.6390461,0.9288247,0.348
0.25,0.7682075,0.6049285,0.221,3.329327,3.365569,0.914,0.1812406,0.1412044,0.135,0.5489455,0.7701349,0.174,0.8394982,0.7902857,0.313,0.883449,0.9109451,0.373,0.367469,0.4111661,0.188,0.579799,0.6286566,0.223,0.7313588,0.3922938,0.117,0.811407,1.028992,0.258,0.7452782,1.014669,0.362
0.26,0.7704074,0.52189,0.233,2.701526,3.083227,0.905,0.1570327,0.1266639,0.117,0.641867,0.9504152,0.2,0.9231588,0.887602,0.335,1.026232,0.7269717,0.333,0.3744432,0.4034096,0.205,0.5615979,0.6104134,0.246,0.7237112,0.3511491,0.136,0.8644944,0.9628394,0.26,0.772531,1.097158,0.323
0.28,0.5631642,0.6153878,0.222,2.049919,2.177707,0.838,0.182588,0.1280118,0.1,0.7031879,1.106734,0.214,1.006538,1.121863,0.361,1.02167,0.7308589,0.328,0.5287603,0.3530556,0.17,0.568078,0.6498048,0.226,0.7210453,0.4203522,0.14,0.6562043,0.6135243,0.249,0.8069982,0.9177269,0.321
0.29,0.5618744,0.6247736,0.254,1.859306,1.931226,0.801,0.2198178,0.1420339,0.109,0.6109211,1.114168,0.212,1.092457,1.222749,0.399,1.006824,0.6594954,0.287,0.5557064,0.3655435,0.18,0.7206733,0.7215922,0.205,0.7041777,0.4045165,0.139,0.6292691,0.5230539,0.222,0.6956605,0.9351236,0.311
0.3,0.5518879,0.5982224,0.277,1.56268,1.815606,0.908,0.2441977,0.1622136,0.109,0.5338379,1.102735,0.215,1.097697,1.282375,0.423,1.032924,0.5367774,0.243,0.5944885,0.3833074,0.188,0.770762,0.8022156,0.203,0.6699767,0.438234,0.153,0.6568518,0.4775006,0.194,0.6488112,1.036806,0.321
0.32,0.590161,0.6736397,0.246,1.469857,2.091357,1.05,0.2605395,0.1979922,0.137,0.4427185,0.8268856,0.221,0.905416,1.125711,0.436,1.109249,0.5708538,0.273,0.5486318,0.3997338,0.151,0.7847998,0.8652079,0.244,0.5801315,0.4326196,0.192,0.618448,0.4965421,0.185,0.8751333,1.027297,0.343
0.34,0.6616282,0.7940338,0.278,1.578804,1.84698,0.973,0.2610895,0.1981214,0.16,0.3712747,0.5608184,0.24,1.170228,0.9931635,0.342,1.185563,0.5532716,0.271,0.4249511,0.3250178,0.137,0.8344318,0.8747795,0.271,0.5338837,0.4371585,0.195,0.6802452,0.5651815,0.179,0.9523889,1.294096,0.426
0.35,0.682784,0.8952398,0.311,1.609684,1.656642,0.953,0.2335342,0.1801397,0.168,0.3798099,0.4656447,0.246,1.109181,0.9328515,0.317,1.150893,0.5351677,0.256,0.389554,0.3393063,0.124,0.7351606,0.8828771,0.255,0.5073104,0.4458418,0.191,0.7228712,0.5035227,0.166,0.9535747,1.287957,0.489
0.36,0.6953873,0.9968945,0.327,1.660725,1.551492,0.891,0.2088554,0.1738359,0.175,0.3589614,0.4283777,0.259,1.017042,0.8813041,0.359,1.104856,0.5096687,0.28,0.3576614,0.3409665,0.121,0.7117695,0.8468869,0.237,0.490925,0.4660545,0.185,0.7088647,0.4418726,0.155,0.9335334,1.240453,0.485
0.38,0.6745571,1.14296,0.296,1.697028,1.422321,0.906,0.1857894,0.1749793,0.169,0.3042775,0.4424362,0.234,0.9535686,0.8445629,0.392,0.9852622,0.6318358,0.269,0.4037148,0.3771292,0.119,0.5987126,0.6750749,0.215,0.4684699,0.374931,0.178,0.6120906,0.3801944,0.138,0.8938482,1.044548,0.408
0.4,0.6198638,1.145341,0.278,1.681422,1.529786,0.89,0.1663401,0.1807602,0.165,0.3090646,0.4334418,0.217,0.8304403,0.7440379,0.348,0.885604,0.6056784,0.233,0.3657394,0.3742912,0.126,0.4341891,0.5345295,0.187,0.4442442,0.3789844,0.186,0.5547233,0.3111775,0.134,0.7993614,0.9309123,0.383
0.42,0.5202778,1.08061,0.246,1.51938,1.721555,0.772,0.1993526,0.1957596,0.153,0.3584968,0.4029732,0.2,0.8852583,0.7776987,0.336,0.7893042,0.4984235,0.234,0.375139,0.3636831,0.137,0.4671358,0.4336826,0.187,0.4474902,0.364032,0.173,0.4234611,0.3259476,0.13,0.6242623,0.7304229,0.331
0.44,0.4529867,0.9626823,0.222,1.424366,1.971031,0.656,0.2421422,0.2164589,0.134,0.383189,0.3500117,0.167,0.7662224,0.7814245,0.35,0.6991879,0.5447087,0.243,0.4320997,0.4201853,0.138,0.4820164,0.391058,0.188,0.4320911,0.341895,0.148,0.3820567,0.3672611,0.119,0.5361303,0.570816,0.281
0.45,0.4643354,0.9007751,0.202,1.454788,1.957385,0.582,0.2611949,0.2448538,0.135,0.3857871,0.347524,0.156,0.6563469,0.7972642,0.353,0.6042243,0.5617834,0.267,0.46029,0.435244,0.139,0.4869701,0.4023713,0.178,0.4222233,0.3319439,0.136,0.3645769,0.3675705,0.116,0.574061,0.5277205,0.256
0.46,0.4898614,0.8358039,0.189,1.525569,1.916829,0.511,0.2719189,0.2596797,0.135,0.4015479,0.3423906,0.153,0.5866047,0.8325838,0.343,0.5465743,0.5521799,0.282,0.4763233,0.4354841,0.139,0.4891054,0.412595,0.176,0.410452,0.3233681,0.129,0.3310103,0.3906866,0.117,0.5732738,0.4881046,0.24
0.48,0.525323,0.7713152,0.179,1.525558,1.844697,0.451,0.2635362,0.250474,0.132,0.4109627,0.3306378,0.132,0.5461082,0.9513968,0.31,0.5518633,0.4779959,0.249,0.4647861,0.4476128,0.142,0.480568,0.3996123,0.205,0.3862923,0.3128993,0.127,0.2878778,0.4339514,0.103,0.4705741,0.4947651,0.204
0.5,0.4934102,0.7306614,0.186,1.334924,1.881481,0.521,0.2329216,0.213524,0.137,0.437862,0.3301099,0.129,0.484578,0.9978666,0.289,0.5834805,0.4490808,0.229,0.4332367,0.4528918,0.138,0.4169089,0.374792,0.212,0.3571003,0.3090113,0.116,0.2571979,0.4452849,0.113,0.3787698,0.492849,0.178
0.55,0.4951046,0.685562,0.269,1.115955,1.959777,0.593,0.1674144,0.1658619,0.134,0.5080277,0.3156075,0.107,0.4149316,0.9631708,0.262,0.5529581,0.3862264,0.234,0.4535615,0.3398623,0.112,0.2660235,0.3299958,0.119,0.2643395,0.2665932,0.13,0.3892406,0.3523465,0.14,0.3530302,0.4575104,0.173
0.6,0.5130009,0.5270442,0.259,1.213028,1.624568,0.426,0.1549595,0.1709706,0.111,0.4065798,0.5076551,0.132,0.4314101,0.6253425,0.296,0.4884495,0.3232035,0.172,0.4674365,0.3215791,0.122,0.2744456,0.2719815,0.107,0.2273238,0.2352035,0.119,0.3201664,0.3211963,0.108,0.3077165,0.4057222,0.151
0.65,0.4306309,0.3902336,0.213,1.14361,1.13751,0.32,0.1290753,0.1391263,0.0999,0.3001683,0.409702,0.123,0.3585547,0.5073689,0.343,0.5456219,0.318632,0.206,0.4224353,0.3019486,0.138,0.2906203,0.2517163,0.125,0.1869905,0.2519009,0.108,0.2754129,0.3260071,0.124,0.2881272,0.2905347,0.151
0.667,0.4249382,0.3928971,0.213,1.248678,1.258519,0.34,0.1127031,0.1371404,0.0952,0.2826614,0.3613622,0.124,0.3681653,0.5051311,0.358,0.5822754,0.3234092,0.214,0.4192206,0.3124256,0.152,0.2949907,0.2541168,0.124,0.1789752,0.2362772,0.114,0.2996607,0.3469435,0.133,0.2911988,0.2700743,0.165
0.7,0.3589332,0.3719046,0.186,1.407788,1.55959,0.394,0.1045116,0.1416161,0.0932,0.263409,0.3239821,0.123,0.359895,0.561591,0.371,0.5463771,0.3402697,0.208,0.3934252,0.3734208,0.156,0.2799231,0.2811597,0.113,0.1654768,0.2297552,0.127,0.303226,0.3917447,0.136,0.2954409,0.2656984,0.149
0.75,0.3149763,0.4406675,0.149,1.663215,1.889285,0.434,0.1222321,0.1465867,0.0878,0.2296212,0.2672739,0.114,0.3632648,0.7727308,0.407,0.4894182,0.3707709,0.231,0.3646958,0.422915,0.168,0.2942418,0.3600484,0.0787,0.1546428,0.3010401,0.113,0.2011521,0.383532,0.111,0.2817751,0.2515278,0.131
0.8,0.3196295,0.4362195,0.158,1.444043,1.424994,0.489,0.1387,0.1576188,0.0957,0.2040641,0.2452477,0.0934,0.4419131,0.894995,0.384,0.4789222,0.2758363,0.203,0.3942563,0.3978355,0.179,0.2736467,0.3677749,0.0786,0.1824074,0.2442413,0.115,0.2004077,0.3093551,0.123,0.2367029,0.2781866,0.124
0.85,0.2905743,0.361775,0.149,1.541395,1.099639,0.484,0.1362029,0.1668749,0.105,0.2543737,0.2608712,0.0741,0.4925719,0.8838844,0.378,0.4927219,0.2088915,0.246,0.3982261,0.416838,0.169,0.3032767,0.3185837,0.0797,0.1775931,0.226577,0.0997,0.157762,0.2270466,0.0892,0.2173104,0.1862059,0.144
0.9,0.2672656,0.3195598,0.139,1.296787,0.9586518,0.495,0.1058649,0.2112836,0.114,0.2949057,0.2879935,0.0665,0.4851334,0.7791529,0.383,0.4672605,0.2376558,0.276,0.4674799,0.4306866,0.128,0.313111,0.2657537,0.081,0.1577509,0.2271231,0.0876,0.1705775,0.2908327,0.0739,0.2090459,0.203802,0.146
0.95,0.2244406,0.3749767,0.136,1.060658,0.7501126,0.533,0.112336,0.2425736,0.138,0.3242182,0.3030296,0.069,0.4261023,0.651447,0.317,0.4810035,0.2882452,0.243,0.5644001,0.3823318,0.124,0.2962203,0.2298763,0.0756,0.164354,0.1875829,0.0621,0.1769376,0.2782461,0.0827,0.1961455,0.2082083,0.121
1.0,0.2251738,0.351211,0.125,0.7144669,0.6787688,0.55,0.123896,0.2535664,0.181,0.2970336,0.2655148,0.0825,0.3777173,0.7197641,0.299,0.4284831,0.3320791,0.198,0.5956874,0.3448409,0.148,0.2606947,0.2217306,0.0731,0.1649804,0.1915571,0.049,0.1651757,0.2342692,0.0814,0.1904371,0.1939556,0.103
1.1,0.2307271,0.2262645,0.132,0.5871145,0.5894375,0.371,0.1045717,0.2047379,0.178,0.2127985,0.2105168,0.112,0.2842682,0.6651605,0.253,0.3665208,0.3723545,0.193,0.5268272,0.2615883,0.141,0.2043468,0.2310722,0.0642,0.1543921,0.1975534,0.0552,0.1401956,0.2246033,0.0816,0.2013823,0.1959698,0.109
1.2,0.2193797,0.2273544,0.0948,0.8313816,0.5629243,0.307,0.1477882,0.1409366,0.123,0.2006946,0.209561,0.104,0.3048668,0.6236858,0.257,0.3144782,0.2742628,0.18,0.4473409,0.2341227,0.127,0.2082298,0.2407158,0.0705,0.1499922,0.1787659,0.0474,0.1309223,0.2145273,0.0664,0.186011,0.2171736,0.122
1.3,0.1965197,0.2047288,0.0798,0.8065923,0.4923314,0.231,0.166546,0.1227388,0.113,0.2000596,0.2250235,0.0759,0.2329114,0.5510798,0.233,0.2810383,0.2918771,0.19,0.357031,0.2377423,0.117,0.2093384,0.2347398,0.0569,0.1597201,0.2230993,0.0631,0.1889942,0.1995041,0.0926,0.1770741,0.2034966,0.125
1.4,0.1651186,0.1954678,0.0739,0.6071693,0.3931327,0.187,0.1807934,0.1023503,0.0811,0.1917222,0.2306378,0.0743,0.1985348,0.4259138,0.272,0.2569306,0.2476734,0.176,0.3753125,0.2535672,0.105,0.2125638,0.2185673,0.0529,0.1401083,0.2234921,0.0616,0.1660892,0.1901617,0.0952,0.169303,0.1701811,0.115
1.5,0.1386045,0.1548223,0.0891,0.5518805,0.4468698,0.169,0.1662335,0.08773197,0.0764,0.2152816,0.2271949,0.0733,0.1870621,0.3801351,0.278,0.2252569,0.2431266,0.166,0.3028828,0.2483522,0.122,0.2137092,0.2007649,0.0534,0.1732815,0.2164032,0.0627,0.1092757,0.1508087,0.102,0.1459191,0.1456439,0.0869
1.6,0.1311314,0.1487656,0.093,0.545131,0.4923761,0.156,0.1426719,0.08100818,0.0887,0.2190411,0.2178358,0.067,0.1855363,0.3281309,0.294,0.2254166,0.1997295,0.178,0.2480872,0.2814164,0.144,0.2407485,0.1741987,0.0374,0.1845071,0.2162123,0.0614,0.117428,0.1158924,0.0775,0.1252191,0.1292131,0.062
1.7,0.1108621,0.1821421,0.0883,0.5267305,0.3866807,0.15,0.1655798,0.08760134,0.11,0.1997398,0.2105218,0.0647,0.1910596,0.2899623,0.274,0.2229259,0.1566868,0.16,0.2078992,0.2813903,0.196,0.2888324,0.1574313,0.0327,0.1588875,0.1920011,0.0566,0.1039838,0.1043101,0.0737,0.09520505,0.1120908,0.0576
1.8,0.09851832,0.1971968,0.0727,0.5332047,0.4371707,0.166,0.1729734,0.1026614,0.126,0.1897436,0.2025249,0.0665,0.2103577,0.2662325,0.238,0.2079832,0.1218277,0.113,0.1880108,0.297254,0.193,0.3274395,0.1818896,0.0313,0.1323162,0.2171209,0.0542,0.08233546,0.09460564,0.0672,0.07488591,0.0951838,0.0509
1.9,0.08802934,0.2004784,0.0643,0.5577833,0.5044457,0.192,0.1795787,0.1189968,0.129,0.1686204,0.1920639,0.0662,0.188514,0.244841,0.236,0.1682318,0.1001654,0.1,0.2265158,0.2964706,0.181,0.2846484,0.1890365,0.0307,0.1244866,0.2151587,0.0572,0.08265353,0.09193929,0.0624,0.05330632,0.07971841,0.0488
2.0,0.0770603,0.1873365,0.0515,0.5463104,0.4910197,0.216,0.1804272,0.1195212,0.107,0.1441546,0.1799847,0.0632,0.1913873,0.2364389,0.206,0.1485699,0.1092964,0.128,0.1748198,0.2764637,0.204,0.224748,0.1726579,0.0285,0.1165465,0.1942939,0.0516,0.1120769,0.08254347,0.0595,0.03829703,0.0649436,0.0502
2.2,0.06160614,0.130976,0.0591,0.4570472,0.4322334,0.212,0.1552798,0.08067261,0.07,0.09910113,0.1574871,0.065,0.1995485,0.205782,0.199,0.1668922,0.1037568,0.12,0.1697268,0.2086994,0.238,0.2325131,0.09839763,0.0353,0.1630683,0.1583224,0.051,0.0990854,0.1057903,0.0599,0.03203726,0.05056931,0.0446
2.4,0.0455909,0.1043765,0.0531,0.3848875,0.3360174,0.139,0.1106288,0.06097811,0.0524,0.08495405,0.1474169,0.065,0.2054415,0.1717304,0.186,0.1486296,0.09051084,0.0826,0.2021627,0.1368248,0.193,0.2587403,0.08764402,0.0364,0.1251137,0.09315728,0.0434,0.1086398,0.1236776,0.0456,0.02758893,0.04888106,0.0424
2.5,0.04212453,0.0965792,0.0456,0.3601865,0.306354,0.139,0.105412,0.05750266,0.0529,0.08043447,0.1458965,0.0652,0.2056273,0.163336,0.15,0.1408867,0.08004067,0.0837,0.2212742,0.1302254,0.183,0.2399139,0.0881639,0.0307,0.1036048,0.07693927,0.0422,0.1121792,0.1220358,0.0442,0.02454978,0.04843426,0.0432
2.6,0.04401448,0.09221502,0.0491,0.3488781,0.3101767,0.148,0.09672699,0.0611732,0.0639,0.07619814,0.1437751,0.0634,0.2083976,0.1561415,0.131,0.1286706,0.07715992,0.0847,0.2302149,0.1356179,0.192,0.2093959,0.09042978,0.0304,0.1130646,0.06432175,0.0403,0.09870286,0.1159013,0.0425,0.02330728,0.04728422,0.0426
2.8,0.0542783,0.09441032,0.0404,0.3489737,0.3182371,0.171,0.07399989,0.07653613,0.0693,0.06835083,0.136446,0.0576,0.2054241,0.150271,0.123,0.101902,0.08703653,0.0647,0.1802339,0.1539146,0.199,0.1535622,0.07689413,0.0294,0.1123625,0.06132609,0.0396,0.06690624,0.1128456,0.0631,0.02322583,0.04344019,0.0387
3.0,0.07035455,0.09138919,0.0354,0.3275528,0.2900313,0.19,0.05904314,0.06673548,0.0729,0.07457753,0.1279453,0.0518,0.193288,0.1428331,0.137,0.1201722,0.09091145,0.0629,0.1315031,0.1277056,0.164,0.148955,0.06617516,0.0286,0.1259677,0.06303359,0.0333,0.05890622,0.1022028,0.0693,0.02086512,0.05504658,0.038
3.2,0.07623766,0.08055627,0.0345,0.280472,0.2827862,0.19,0.05581892,0.04302281,0.076,0.07928793,0.1163949,0.0459,0.1808204,0.1318843,0.167,0.1041433,0.07435072,0.069,0.1413051,0.1541667,0.17,0.1581237,0.05006813,0.0223,0.1277056,0.06676953,0.0294,0.06772745,0.07977325,0.0566,0.02101516,0.06466511,0.0477
3.4,0.0719737,0.06474481,0.0328,0.2316694,0.313117,0.172,0.05827746,0.03784019,0.0821,0.07598179,0.1064209,0.0434,0.1693928,0.1259556,0.174,0.1006577,0.06116334,0.0744,0.1532942,0.1814221,0.172,0.1512317,0.04531763,0.0179,0.1105563,0.07843012,0.0229,0.05147258,0.06101431,0.0364,0.02284633,0.07182826,0.049
3.5,0.06758454,0.05864267,0.0312,0.2125818,0.3289523,0.156,0.05956764,0.03263349,0.0828,0.07257884,0.1039437,0.0405,0.1661932,0.1226385,0.168,0.09290046,0.05836472,0.0766,0.1448624,0.1868882,0.158,0.1392816,0.0494013,0.0187,0.09712134,0.07703997,0.0232,0.0407221,0.05398249,0.0316,0.0238875,0.07473126,0.0494
3.6,0.06150384,0.0554246,0.0291,0.1982591,0.3456929,0.143,0.0605248,0.03101881,0.0811,0.06885843,0.1014006,0.0397,0.162394,0.1184898,0.159,0.08417496,0.05917639,0.0761,0.1410787,0.1938874,0.145,0.1230186,0.05217201,0.0196,0.08648054,0.07273141,0.0228,0.0390183,0.04776035,0.0298,0.02517554,0.07733799,0.0473
3.8,0.04640825,0.0523456,0.0258,0.1808228,0.3800062,0.114,0.06113585,0.02839311,0.0728,0.06545764,0.09637308,0.0376,0.1533351,0.1084544,0.14,0.06691699,0.07826605,0.074,0.1298974,0.1880763,0.175,0.1141214,0.0526809,0.0232,0.07756988,0.06040128,0.0203,0.03894705,0.03865539,0.0251,0.02789174,0.07870647,0.0415
4.0,0.03408436,0.05348041,0.0222,0.1698732,0.4064601,0.0853,0.06078892,0.0273202,0.0626,0.06069942,0.09044813,0.0355,0.1461682,0.09798817,0.117,0.05876211,0.08139137,0.079,0.133812,0.1707627,0.174,0.1205416,0.04240196,0.0287,0.0657923,0.04909738,0.0166,0.03673001,0.03289291,0.0199,0.0301167,0.07155506,0.041
4.2,0.02606411,0.04577652,0.0183,0.1669566,0.4203119,0.0703,0.06585466,0.02435124,0.0582,0.05483951,0.08395362,0.0311,0.1403038,0.09316207,0.0924,0.06042785,0.07568047,0.0851,0.1341033,0.1425537,0.16,0.1114197,0.04532943,0.0307,0.05414329,0.04378795,0.0205,0.03306456,0.03037662,0.0198,0.03150711,0.0646681,0.0393
4.4,0.02298442,0.03556484,0.0151,0.1599801,0.4287453,0.0582,0.06684832,0.02562377,0.0581,0.04792807,0.08042797,0.027,0.1329981,0.09261591,0.0761,0.0600084,0.07360244,0.0798,0.1324193,0.1199369,0.152,0.1025908,0.04485498,0.0267,0.0453361,0.04060915,0.0215,0.03605822,0.02869149,0.0205,0.03375197,0.05489401,0.0371
4.6,0.02439473,0.03075763,0.0134,0.1569843,0.4258617,0.0479,0.06353774,0.02774453,0.0591,0.04297903,0.07659257,0.0248,0.1247631,0.09184206,0.0605,0.06059942,0.0710541,0.0745,0.1281992,0.1076296,0.159,0.1037337,0.04146257,0.0202,0.04039185,0.03663445,0.0203,0.03897283,0.0275227,0.0201,0.03577075,0.04694767,0.0349
4.8,0.02647605,0.02684686,0.013,0.1720614,0.41403,0.0388,0.05752745,0.02835035,0.057,0.03808309,0.07239963,0.0226,0.1160377,0.08851302,0.0548,0.06413921,0.0659939,0.0697,0.123583,0.09770169,0.155,0.1099541,0.0388312,0.0152,0.03869415,0.0333832,0.0179,0.04255042,0.02650457,0.018,0.03745383,0.04202239,0.0339
5.0,0.02797974,0.02496176,0.0133,0.175999,0.3964465,0.0337,0.05231932,0.02831738,0.0509,0.03327971,0.06622675,0.0206,0.1075305,0.08464893,0.0498,0.07232172,0.06005898,0.0679,0.1153788,0.09001238,0.128,0.1129115,0.03866779,0.015,0.03881534,0.03208847,0.0142,0.04767897,0.02584184,0.0169,0.03964943,0.04001644,0.0333
5.5,0.0301525,0.02034342,0.0132,0.175111,0.3347681,0.0246,0.04022913,0.02565076,0.0412,0.02229691,0.05162511,0.0163,0.08822712,0.0781371,0.0422,0.0816096,0.04029361,0.0487,0.0941431,0.08416009,0.0902,0.1122415,0.03934238,0.0125,0.04147077,0.03050006,0.0111,0.05192448,0.03476034,0.0193,0.04040265,0.0354882,0.0311
6.0,0.02408433,0.0163707,0.0104,0.1523789,0.2808789,0.0248,0.02767271,0.02008335,0.0335,0.01888929,0.04383905,0.0129,0.07153554,0.0784389,0.0321,0.07267167,0.0274725,0.0273,0.08858924,0.07965121,0.0795,0.09631994,0.03538724,0.0106,0.0478579,0.02388171,0.00979,0.04282945,0.04186324,0.0167,0.03983729,0.04074177,0.0292
6.5,0.01984806,0.01320246,0.00771,0.11571,0.2312181,0.0177,0.02187246,0.01748605,0.0287,0.01606076,0.03577134,0.0105,0.06432462,0.06352876,0.027,0.05295923,0.0266468,0.0217,0.08065178,0.07252688,0.073,0.0806063,0.02960701,0.00966,0.0465809,0.01909796,0.0084,0.03360041,0.04124947,0.0147,0.03926907,0.04900089,0.0303
